,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2752,Lil Mosey,Fu shit,548QZtKCO7l8A6Lv3M1Huc,58,0.666,0.609,1,-7.567,1,0.0466,0.382,0.0,0.128,0.541,82.024,158049,4
2753,Imagine Dragons,Love,5d41vXH0zvpwUrHrmqKqDc,65,0.697,0.507,8,-6.178,1,0.04,0.0535,1.19e-06,0.0469,0.382,82.483,166360,4
2754,RL Grime,Light Me Up,3imS277wRbz1CFoDySgTff,57,0.49,0.629,2,-4.072,0,0.0399,0.0732,0.0,0.0957,0.3,74.967,201600,4
2755,Meek Mill,Pay You Back (feat. 21 Savage),0UNeNA0dcfUMsGxvLwf2p3,57,0.821,0.694,9,-5.169,1,0.229,0.03,0.0,0.411,0.23,85.047,235263,4
2756,Phora,Feel,2Cmashi3O9I8my5NnbQgqe,55,0.829,0.457,0,-10.91,1,0.0729,0.153,1.23e-05,0.0772,0.257,118.015,195371,4
2757,Six,Heart of Stone,3akeuMy9bqJbqDlfYevbwN,60,0.513,0.426,5,-8.14,1,0.03,0.452,0.0,0.115,0.101,115.196,311301,4
2758,YBN Cordae,Target,13K3BqdOYYMepkNQPWL1DZ,56,0.833,0.643,0,-6.992,1,0.372,0.0114,0.0,0.0793,0.44,161.949,142051,4
2759,Chris Tomlin,Is He Worthy?,4E43YlwUlpYDJIxcMjt0S7,57,0.357,0.552,4,-6.084,1,0.0289,0.153,0.0,0.112,0.217,145.811,271920,4
2760,Alejandro Fernandez,Contigo Siempre,17LxkTp8UNbPcYrDrI6UOq,71,0.661,0.503,7,-8.508,1,0.0414,0.0418,0.0,0.0978,0.731,145.945,201440,4
2761,Mac Ayres,Get to You Again,5pNiAcguRrBdYf5V0QXdir,58,0.499,0.429,3,-10.288,1,0.0495,0.199,0.000311,0.334,0.277,117.751,267450,4
2762,Lil Baby,This Week,3yIZgYN7AKO3cDueyhpuCS,56,0.891,0.525,10,-7.666,0,0.214,0.00214,0.0,0.0887,0.15,133.126,196864,4
2763,Aaron May,Ride,2Mm9FCqnjH9k6JfOvr3Hg7,57,0.677,0.497,10,-8.064,0,0.303,0.365,3.63e-05,0.12,0.461,172.164,190605,4
2764,Ty Segall,My Lady's On Fire,2hSd5IqIBoR5Ck5EDVL4kZ,58,0.324,0.498,3,-9.113,1,0.0328,0.174,0.000955,0.107,0.314,83.172,232387,4
2765,Trippie Redd,Oomps Revenge,3GOZyiebYv432EnVy9XwzE,56,0.579,0.587,9,-8.383,0,0.355,0.103,0.0,0.112,0.705,85.732,120551,4
2766,Oliver Francis,Anti-Grav,5Ipt6cMFvzrjvK1cSnrhfI,57,0.639,0.549,10,-8.145,0,0.267,0.0358,0.0,0.124,0.235,79.466,193341,4
2767,Stephen,Play Me Like A Violin,2KdYwQDq2yZnDyHjmoGCZj,61,0.422,0.683,9,-5.467,1,0.184,0.658,0.0,0.122,0.608,160.024,232176,4
2768,The Carters,BOSS,4F8V44j8cbjHnXjfW2HruU,54,0.813,0.488,11,-7.737,0,0.257,0.187,0.000132,0.231,0.688,139.983,244133,4
2769,Fall Out Boy,Champion,1DRUwJSt2YOUUEz965OJ66,60,0.31,0.905,0,-4.109,1,0.253,0.000927,3.1e-05,0.431,0.309,187.796,192533,4
2770,Eric Bellinger,Goat 2.0 (feat. Wale),11IyNk8uSeu54YQnSbtY6N,57,0.487,0.676,11,-5.796,0,0.207,0.0296,0.0,0.119,0.497,134.977,188630,4
2771,Logic,YSIV,3irKogkH8P1B1nONmEcHgY,58,0.769,0.777,8,-6.066,0,0.312,0.072,0.0,0.11,0.696,91.022,369240,4
2772,Alec Windt,Sunlight,3PFaIXHfT7cLCo1mRGbhZU,61,0.429,0.0042,6,-28.443,1,0.0453,0.992,0.957,0.0972,0.299,63.711,135261,3
2773,Qveen Herby,SADE IN THE 90s,0S4kEeUTfzbh4dETER9ETx,56,0.801,0.491,0,-9.088,1,0.0543,0.0943,9.35e-05,0.193,0.822,125.049,220800,4
2774,Sasha Sloan,Faking It,75iZaRMctH8FamTOhokRVJ,55,0.647,0.371,1,-8.645,0,0.0575,0.32,0.0,0.205,0.243,81.094,167353,4
2775,Hillsong Young & Free,Highs & Lows,4ZYs36pYTElML33GLe64ig,54,0.531,0.313,10,-12.304,1,0.0311,0.563,0.000859,0.0952,0.0409,119.906,354800,3
2776,Dontcry,Echoes,6j7fobMzagIA3dIr8bzY0J,58,0.667,0.242,5,-17.799,0,0.066,0.497,0.638,0.11,0.456,80.116,72000,4
2777,Lil Playah,Little Did I Know,7sNB54KJhjwtq8amVdzLGj,56,0.696,0.39,0,-8.975,1,0.0496,0.651,0.000394,0.166,0.287,122.029,141714,4
2778,YNW Melly,RISK TAKER,0C4e5m5HogFCgAc5GaYSBD,55,0.604,0.626,6,-6.757,1,0.281,0.0454,0.0,0.305,0.673,82.482,352859,4
2779,Yellow Claw,Fake Chanel,7fwcAd0OkMVK3q184Psy0y,61,0.307,0.828,8,-3.37,0,0.0967,0.00314,0.0,0.171,0.2,149.86,182576,4
2780,Phoebe Bridgers,Friday I’m In Love - Recorded at Spotify Studios NYC,07vS8obfeZbr8H4MgQfXR7,59,0.373,0.123,7,-15.193,1,0.0407,0.948,0.0,0.0816,0.138,97.129,220813,4
2781,Col3trane,Malibu Sleep,0cVquG5bipDxlQ8rLbX52d,60,0.882,0.414,11,-10.227,1,0.234,0.399,0.000256,0.11,0.527,114.075,189473,4
2782,Ta-ku,Night 1,39kdh6z0m3UNDfBqLLiXcz,60,0.835,0.359,0,-12.531,1,0.0685,0.0127,0.628,0.112,0.389,152.185,183187,4
2783,Upchurch,Dirty South,2APxijdVoN8AIrS1AuCMAT,54,0.583,0.459,9,-8.422,0,0.0304,0.239,0.0,0.111,0.357,99.809,169506,4
2784,Mt. Joy,Dirty Love,2bsC6KLZ6a9v6zdoDkziBL,55,0.774,0.439,5,-7.612,0,0.0364,0.595,0.00127,0.109,0.661,125.085,164627,4
2785,Marshmello,Stars,6GRMKQ3RrivYgLEO6h7ebu,62,0.507,0.96,8,-2.619,1,0.0394,0.0132,0.971,0.0703,0.801,142.029,246761,4
2786,Ivy Rue,Mandala,2p1PsXzDyK5vpFQueMlOmD,60,0.517,0.0454,2,-23.763,0,0.0675,0.993,0.956,0.0793,0.172,70.609,234243,4
2787,Lloyd,Tru,058gdiBln6OADguG08GOaU,55,0.45,0.556,9,-5.877,1,0.067,0.119,0.0,0.117,0.135,143.358,255640,4
2788,Ashnikko,Halloweenie,2KYKDCK0q2mjpnBlO4lfQn,59,0.842,0.684,8,-5.457,1,0.101,0.169,0.0,0.136,0.588,99.994,176400,4
2789,Xavier Wulf,Whiplash'd,4dlsntjrHwjQlDPCFHfqgW,55,0.923,0.686,2,-7.15,1,0.316,0.165,0.0,0.109,0.557,140.06,110858,4
2790,Brytiago,Asesina - Original mix,6PniMs08lEakpuRp2nsMGv,66,0.835,0.703,10,-4.177,0,0.231,0.56,0.0,0.144,0.502,94.211,187255,4
2791,Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),3c8iiZGfEammKJuWTErE5x,71,0.778,0.566,2,-6.959,0,0.0311,0.672,0.000197,0.0698,0.479,117.971,186147,4
2792,Wisin & Yandel,Callao,3gu0fRSgFuc4FmrtIv0DnC,63,0.73,0.836,3,-4.277,0,0.0409,0.0073,0.0,0.0371,0.879,92.043,219947,4
2793,Oliver Tree,Welcome to LA,62BKMNUacuQ6X67ID4Qcef,58,0.666,0.774,1,-5.715,1,0.247,0.0142,1.06e-05,0.0758,0.437,103.911,151654,4
2794,JP Saxe,The Few Things,7vvfMbZeNxCrYOqxqcw3fe,59,0.536,0.322,7,-12.834,1,0.0621,0.601,2.26e-05,0.113,0.236,135.5,244355,4
2795,The Lumineers,Visions of China,5yWCq9N7kIy6DpqXnGilSG,55,0.624,0.193,4,-10.53,0,0.0309,0.93,2.79e-05,0.102,0.269,125.017,201085,4
2796,Global Dan,Poison,1NCkdMCiBT3lJcp4OK7hRk,57,0.573,0.793,8,-6.138,0,0.0653,0.0107,0.0,0.189,0.513,154.976,154173,4
2797,Chris Tomlin,Nobody Loves Me Like You,2UNSjAMTbEYRVgj0VscPEA,57,0.493,0.692,11,-5.428,1,0.0265,0.05,0.0,0.113,0.411,83.501,266000,4
2798,T3R Elemento,El Verde Es Vida,6GXavnTndB9hSHmjig0kQw,58,0.561,0.543,2,-7.778,1,0.033,0.881,0.0,0.0931,0.805,114.342,130937,3
2799,NAV,Glow Up,09L4qpS3qvz725z6K8yW0M,56,0.834,0.633,5,-7.669,0,0.124,0.105,0.0,0.125,0.257,120.056,160667,4
2800,Carin Leon,Te Vi Con El,7s0VklnFTi8FpNdzFos5Xn,61,0.824,0.534,9,-7.115,1,0.0323,0.386,0.0,0.522,0.823,107.552,180543,4
2801,Dijon,Nico's Red Truck,4zHC1zzSAV2xR7OlUqo2Oz,57,0.399,0.578,3,-3.298,0,0.0456,0.674,0.0,0.132,0.433,80.22,248854,4
2802,Mark Souzek,Don't Let Me Go,0NTNYW3E9mPy9jZjlHalDb,63,0.222,0.0654,0,-27.33,1,0.0376,0.991,0.805,0.11,0.13,136.106,115993,4
2803,Sonta,Crazy over You,2SoIvGDc4dkRiii5bxGSkJ,55,0.606,0.578,8,-5.076,0,0.0373,0.559,1.78e-06,0.153,0.171,111.928,256675,4
2804,Morongo,Anasazi,0ntmnrnM7BqzocwsJeT2PK,60,0.187,0.141,8,-23.411,1,0.0397,0.932,0.969,0.105,0.0372,66.003,219470,4
2805,CHUNG HA,Roller Coaster,4xTqgN4ej7EHMd0gWXJdrI,64,0.633,0.907,6,-1.462,0,0.0499,0.318,0.0,0.221,0.739,129.995,212136,4
2806,Mike Stud,21 Sadness,2WWz6bkIauK3vnjS0KKn4u,57,0.768,0.411,9,-12.181,0,0.0414,0.188,0.0,0.108,0.384,94.032,155791,4
2807,6ix9ine,KANGA,2pE9IRjfPZuX3uUqFnE73L,60,0.901,0.598,1,-6.934,1,0.17,0.0192,0.0,0.0791,0.355,117.9,132331,4
2808,Zomboy,Lone Wolf,76I3PmbGZazzNlEwlp1y85,59,0.502,0.981,1,-1.569,1,0.0613,0.00169,0.5,0.154,0.213,150.018,256500,4
2809,Anuel AA,Naturaleza,7nusMe2WRMNH3szeIOaAWD,64,0.564,0.726,10,-4.89,1,0.15,0.642,3.2e-05,0.0941,0.598,195.989,215489,4
2810,Quavo,RERUN (feat. Travis Scott),0JYAsQJWIuaYUvZGF1qapT,58,0.684,0.791,5,-4.435,1,0.309,0.0939,0.0,0.359,0.529,153.992,236948,4
2811,Tory Lanez,MiAMi (feat. Gunna),3Z52thjMFyjbF5L35dcBwG,58,0.674,0.862,7,-3.4,1,0.231,0.0189,0.0,0.113,0.357,160.073,244470,4
2812,Gustavo Palafox,Me Apodan Chava,0pJy1MqvAixMwhAVoH8bJE,56,0.777,0.472,8,-7.678,1,0.0651,0.613,6.29e-05,0.0545,0.962,115.04,199738,3
2813,Felly,Maple,1PJYaFjResggmKHN0CmidL,56,0.776,0.624,0,-5.478,1,0.199,0.203,0.0,0.178,0.57,77.534,162995,4
2814,SYML,Girl - Acoustic,21xRlfE6OjTAFQ4wd9u8IU,65,0.413,0.272,1,-11.568,1,0.0317,0.945,0.0279,0.112,0.355,109.69,211882,4
2815,Leon Bridges,If It Feels Good (Then It Must Be),72Dd7GCaepMi8ktuXxmSZF,58,0.777,0.72,8,-5.293,1,0.0525,0.0438,0.0,0.251,0.946,114.955,194827,4
2816,Lil Wayne,Demon,1kaxyXcAi5ZHF3Q94QXsHK,55,0.754,0.615,4,-5.346,0,0.171,0.273,0.0,0.13,0.345,140.04,214314,4
2817,Monty Datta,Sing to You,02PT20DulS4wVbekDl4zhk,62,0.732,0.234,6,-11.6,0,0.113,0.867,0.0145,0.145,0.07,115.19,153611,4
2818,Ozuna,Sigueme los Pasos,3RTmnQQNya9v6ZKPoCIp2E,61,0.75,0.816,0,-4.575,1,0.0653,0.137,0.0,0.0865,0.564,166.059,246000,4
2819,Lin-Manuel Miranda,"Trip a Little Light Fantastic - From ""Mary Poppins Returns""/Edit",5YWSlrbFrK7X0ENL0uK9Uz,59,0.601,0.415,7,-13.701,1,0.386,0.68,0.0,0.341,0.559,112.527,245957,4
2820,Ski Mask The Slump God,U and I,7itsqu4pC7fp3ytIiiLvrX,56,0.742,0.393,4,-12.603,0,0.18,0.323,0.0,0.0964,0.437,145.059,112627,4
2821,The Aces,Waiting for You,6y3vemZ4p8iZQoZ0VRzdws,57,0.642,0.453,9,-8.333,1,0.0466,0.329,0.0,0.0721,0.496,82.046,257015,4
2822,Fresh,Too Much To Ask For,2njCmMVoAS0zZ5nf5bPKsN,59,0.879,0.47,0,-8.749,0,0.0669,0.132,0.000376,0.0853,0.428,105.543,100245,4
2823,ROSALÍA,BAGDAD - Cap.7: Liturgia,1zZ7vl1amOLI4GE5oUn0YB,66,0.707,0.36,0,-8.89,0,0.0499,0.737,6.97e-05,0.0977,0.358,80.055,182657,4
2824,6LACK,Unfair,3Q33RhbyoFul9LdKKjticI,59,0.397,0.257,5,-11.134,0,0.0499,0.79,0.00235,0.12,0.0382,115.783,136916,4
2825,ODIE,Little Lies,6QpZXzHcOgXK41Y3YCx203,58,0.34,0.294,2,-15.989,1,0.0426,0.593,0.68,0.0944,0.136,83.938,220008,4
2826,Gryffin,Remember (with ZOHARA),2EdT0divbyKeaurz7KgPm1,60,0.619,0.901,11,-4.173,0,0.0563,0.0975,0.0455,0.178,0.503,123.002,221693,4
2827,Cavetown,It's U,6vkL4147WP0E8AUuQUyNDd,58,0.614,0.364,6,-11.474,1,0.0274,0.564,0.0,0.119,0.148,120.077,252708,4
2828,for KING & COUNTRY,"Fight On, Fighter",7lPM8uXuIO5MDWv6L0TPaZ,56,0.616,0.641,1,-6.696,1,0.0354,0.0104,0.0,0.0813,0.134,107.979,218107,4
2829,Blanks,Better Now,1qlgw9MTX3xLaM8YH2OyAv,58,0.744,0.906,10,-7.027,1,0.0327,0.437,2.29e-06,0.0847,0.902,120.019,176000,4
2830,Lil Yachty,SaintLaurentYSL (feat. Lil Baby),1Wc1SQwiThvSu9dMc5opth,56,0.886,0.303,10,-11.199,1,0.792,0.521,0.0,0.169,0.322,127.981,168439,4
2831,Kenny Man,Ni Gucci Ni Prada,32lexhcz93AinKK0qLTZaZ,74,0.799,0.676,2,-5.644,1,0.169,0.41,0.000777,0.325,0.91,104.956,175200,4
2832,Limestone Quarry,Only If,5inRFwMMBpjpHzKHT2f2fB,60,0.51,0.0299,10,-25.64,1,0.04,0.995,0.918,0.179,0.301,82.528,140851,4
2833,Ski Mask The Slump God,Save Me Pt 2 (feat. Austin Lam),5SzhkC3NGjcIq6Brs8pSj1,56,0.769,0.368,0,-10.934,1,0.0988,0.371,0.0,0.12,0.482,123.078,188707,4
2834,Tyler Childers,Bottles and Bibles (Live),2JaIIUKcFXkgMRL3v3mZEK,54,0.444,0.21,3,-13.5,1,0.0352,0.892,2.13e-05,0.839,0.246,140.939,319853,3
2835,Tchami,Shades (feat. Donnie Sloan & Ricky Ducati),5EqvRNLWBnhHevkDIyCPU6,61,0.623,0.746,5,-6.509,1,0.0783,0.0994,1.95e-05,0.109,0.179,119.984,218000,4
2836,Trippie Redd,How You Feel,6qLkTJidtiVuNmW7ETJlic,56,0.248,0.293,2,-11.598,1,0.033,0.921,0.0291,0.0954,0.04,169.784,274532,4
2837,Piso 21,Déjala Que Vuelva (feat. Manuel Turizo),1j6xOGusnyXq3l6IryKF3G,72,0.681,0.788,1,-4.323,1,0.0785,0.0482,0.0,0.0753,0.839,170.019,220117,4
2838,Nao,Orbit,5yrXolC7Un3peiFxwqbucn,58,0.601,0.49,7,-7.92,1,0.0328,0.416,2.12e-05,0.105,0.133,95.023,233747,4
2839,Lauren Daigle,Rebel Heart,3Robn2VFRH8sItefJK8YCX,57,0.33,0.0942,0,-11.315,1,0.0309,0.942,5.67e-06,0.118,0.288,74.484,246760,3
2840,Nipsey Hussle,Million While You Young (feat. The-Dream),5avbC3DUWAO8KWCIEQjfiM,55,0.502,0.696,9,-4.875,0,0.41,0.15,0.0,0.382,0.282,86.353,264093,4
2841,Hollywood Undead,Another Level,033nWyoCpD9u4RvdkVu20v,59,0.73,0.899,9,-4.427,1,0.0866,0.145,0.0,0.159,0.753,127.996,199187,4
2842,joan,i loved you first,3FpEXAupLwCHwzeUBxF99S,60,0.556,0.276,0,-9.603,1,0.0269,0.0862,6.89e-06,0.0999,0.216,75.02,227068,4
2843,Los Alameños De La Sierra,Perfecta,7iK7TNCelnLVeBEIx17SAg,62,0.778,0.681,9,-3.139,1,0.0547,0.421,0.0,0.0898,0.782,76.944,281519,4
2844,YUNGBLUD,Machine Gun (F**k The NRA),223Ng7eyUcCmFwX9lZdqjD,62,0.577,0.777,8,-5.921,1,0.163,0.02,0.0,0.101,0.495,165.973,193372,4
2845,Logic,Everybody Dies,2Egoo3acImq7hV6TfYV90E,58,0.784,0.922,2,-3.92,1,0.152,0.141,3.48e-06,0.377,0.836,94.082,250213,4
2846,chloe moriondo,Waves,04nQgeTajwIDg0cYBaVctj,58,0.488,0.206,9,-14.157,0,0.045,0.913,0.0,0.108,0.178,81.457,133072,4
2847,Ollie,Need Someone,1UubQzL9nNulJW5DHqMKVO,57,0.775,0.45,1,-8.752,1,0.112,0.0962,0.0,0.104,0.554,79.987,183908,4
2848,The Revivalists,All My Friends,2WgbFkQQswVVEWnyKnFo2q,56,0.602,0.837,4,-4.897,0,0.0408,0.111,3.01e-06,0.58,0.357,90.038,218333,4
2849,RichaadEB,Bad Apple!!,4Cf79mYekC12YWNw13Va8r,59,0.573,0.94,1,-4.505,1,0.0479,8.64e-05,0.838,0.683,0.588,138.013,299130,4
2850,The Neighbourhood,Compass,0YNtAadZvKBBEFARtfoCV8,65,0.7,0.82,5,-5.499,0,0.0329,0.238,0.318,0.658,0.667,109.998,167960,4
2851,LANY,If You See Her,3coUcc0CDAHz2QwdP7Pee8,62,0.635,0.679,1,-7.374,1,0.0861,0.0375,0.0,0.0954,0.239,117.867,182901,4
2852,San Holo,show me,1rS3g0pYnbnwTtj3A4OvXP,57,0.474,0.731,0,-5.582,1,0.0406,0.235,0.00536,0.223,0.0876,135.056,341476,4
2853,Dontcry,Redbone,7cDlVNC3d0RRW4p2qmiMLm,59,0.721,0.163,1,-16.899,0,0.0999,0.796,0.623,0.105,0.707,85.058,102176,4
2854,TobyMac,I just need U.,7uvDJFly0TCWWsK48NI1fx,55,0.764,0.639,5,-7.515,0,0.0305,0.0974,0.000158,0.094,0.712,104.037,226120,4
2855,Sasha Sloan,Chasing Parties,4PQJcyOjVSurR2fRZ4MNVE,55,0.584,0.261,11,-12.317,1,0.0487,0.72,1.1e-06,0.126,0.504,180.148,162248,4
2856,Rod Wave,Tomorrow,33XdjZO4N5W6CLaWeW9Q1e,54,0.81,0.569,10,-8.844,0,0.223,0.207,0.0,0.39,0.753,100.019,134452,4
2857,YoungBoy Never Broke Again,Black Cloud,21kV4OQy3uxhXoiLZtWOxz,54,0.77,0.532,4,-7.127,0,0.127,0.197,0.0,0.0909,0.132,145.037,187301,4
2858,RaeLynn,God Made Girls,24tygl4LPQcQgeBe7qzY3n,55,0.488,0.917,3,-2.939,1,0.0291,0.0897,3.25e-06,0.135,0.772,156.053,215013,4
2859,Sia,Ho Ho Ho,22Vt9E25fsRcQdcUjNTUQr,55,0.716,0.742,0,-5.103,1,0.0407,0.0338,0.0,0.105,0.879,129.014,205627,4
2860,Upchurch,Cornbread,2OqCdWewWtZYy6YNg9D7pH,54,0.654,0.793,1,-4.92,1,0.222,0.0188,0.0,0.419,0.706,160.119,149417,4
2861,Hillsong Worship,Who You Say I Am,0jBu6T5GgOekdHuXA5hVQM,54,0.368,0.654,6,-8.656,1,0.0398,0.00518,0.0,0.0895,0.327,171.78,199520,3
2862,Jon Bellion,JT,1eftOUoeMO1JkSQQmS6jXF,55,0.518,0.587,0,-7.937,1,0.12,0.0168,1.19e-06,0.206,0.631,98.367,268466,4
2863,Ekali,Leaving (feat. Yuna),6UDrfHEnUWI3O03sacM3KO,57,0.587,0.668,8,-5.79,0,0.0435,0.222,0.0,0.0589,0.124,93.974,175851,4
2864,Shannon Purser,Sunflower - Movie Version,0rsDhujEJ73Q7I9bvEljAZ,62,0.694,0.0935,0,-13.712,1,0.0438,0.924,0.0,0.0958,0.551,131.182,108085,4
2865,Charlotte Lawrence,Psychopath - Recorded at Spotify Studios NYC,3dBE30R12dDxc1jBDaqmo3,59,0.736,0.538,7,-5.263,0,0.0477,0.0631,0.0,0.121,0.366,110.043,175204,4
2866,Christian Leave,Never,1bndtxMZYJH89WkjIEFQ7n,56,0.341,0.408,7,-9.337,1,0.0652,0.0288,0.0,0.128,0.255,174.249,226448,4
2867,Mike Williams,Wait Another Day,7qZOnik9K8Mv987ccBjwwj,70,0.727,0.912,8,-3.594,0,0.0377,0.0272,0.000443,0.118,0.671,126.023,179217,4
2868,Global Dan,Moving On,7G8UwvJwgslJV178akfeIf,56,0.464,0.545,1,-7.684,1,0.24,0.354,3.28e-05,0.179,0.401,100.349,207700,5
2869,The Carters,NICE,44lusH2vzc4sRAwsooRhPh,53,0.912,0.533,1,-5.587,1,0.0618,0.092,1.48e-06,0.174,0.208,119.922,233680,4
2870,Haley Heynderickx,The Bug Collector,5nVE45ithgyVocZp5XLAk6,57,0.538,0.419,10,-9.705,1,0.0353,0.777,0.329,0.0967,0.529,99.622,228460,4
2871,Axian,If I Ever Build a House,1AzfhvDwYiu9SdtKvIJcXk,59,0.558,0.505,6,-10.96,1,0.223,0.122,0.529,0.31,0.688,56.705,185441,4
2872,Joan Y Su Elite,Ya la Conecté,1Yi2UG6HgtaINqoX5wsMv3,56,0.727,0.507,8,-9.76,0,0.0318,0.0432,4.55e-05,0.126,0.817,118.517,163306,3
2873,Sabrina Claudio,Messages From Her,3NhEEC4oE5hX6u8RCx6Q9m,59,0.377,0.426,0,-6.64,1,0.0451,0.801,0.0592,0.112,0.103,125.826,290186,4
2874,I DONT KNOW HOW BUT THEY FOUND ME,Absinthe,4hs2FbesB8qo6H5Berbikd,58,0.608,0.845,9,-4.938,0,0.0641,0.00927,1.34e-05,0.332,0.518,123.991,183653,3
2875,Trippie Redd,So Alive,73pDDTXW6SKqM52N4Rdred,55,0.678,0.474,10,-10.059,1,0.0428,0.0316,0.0,0.0754,0.178,128.942,119070,4
2876,Bring Me The Horizon,MANTRA,7dRj3sTBYkNbEx5kdNHriv,63,0.502,0.817,0,-3.508,1,0.0447,0.000477,0.0,0.153,0.617,90.024,233298,4
2877,BROCKHAMPTON,SAN MARCOS,1Bn8jBSmtSQdvAFXU3ok1w,58,0.388,0.503,0,-5.628,1,0.0316,0.339,0.0,0.111,0.53,73.965,286707,4
2878,Rich The Kid,Early Morning Trappin (feat. Trippie Redd),5I9ToLsF7Rrt9PZ71uk0Qq,57,0.791,0.429,8,-5.604,1,0.0775,0.0027,0.0,0.232,0.0951,151.995,201149,4
2879,Drake,March 14,09lmraDvzBT3pUQ2rUtJzK,58,0.558,0.415,10,-7.355,0,0.358,0.406,0.0,0.36,0.317,127.096,309560,4
2880,Bandingo YGNE,Baby Powder,0SiBdjIbyZq5sDbc9vGAmu,57,0.804,0.439,1,-9.605,1,0.365,0.357,0.0,0.162,0.329,150.039,167500,4
2881,8th Floor Wide,Inertia,5uUwKnLsfHUqZim6rivEpr,60,0.392,0.0429,4,-22.681,0,0.0588,0.993,0.952,0.105,0.146,163.953,193174,4
2882,Vansire,Nice to See You,7nEZZ1mWK7h98x8ENbQuqJ,57,0.539,0.535,1,-9.717,1,0.0319,0.42,0.632,0.263,0.352,78.885,181678,4
2883,Fall Out Boy,Stay Frosty Royal Milk Tea,0hfByzDRgR10HDLqm89lA9,59,0.461,0.869,1,-4.672,0,0.0731,0.000616,8.19e-06,0.25,0.649,145.919,171053,4
2884,Speed Gang,Hit tha Roof,5LUUJL8EfdmBWNS66wD7B5,60,0.73,0.468,0,-6.59,1,0.0489,0.317,0.0,0.384,0.501,94.026,258586,4
2885,Bohnes,Raging on a Sunday,5rvyUmsWA1LQGHI11FaVai,59,0.478,0.83,3,-6.665,0,0.071,0.129,0.000633,0.264,0.47,149.88,208881,4
2886,Brett Young,Don’t Wanna Write This Song,0BteLcimTI0usYZ2L2zQaZ,55,0.507,0.452,2,-7.557,1,0.0377,0.19,0.0,0.0841,0.224,150.217,228640,4
2887,khai dreams,Come True,7hqL3TkHYyamoTR8mTHbKc,57,0.871,0.676,1,-5.572,0,0.147,0.51,3.4e-06,0.0545,0.763,125.07,203520,4
2888,We Three,Heaven's Not Too Far,1Gqfs4JkerbpDyS0mCzzs9,57,0.468,0.415,9,-6.583,1,0.0304,0.399,0.0,0.0978,0.146,116.724,242747,4
2889,Shallou,count on,48o9xqLcWr5sPqNAJF9ft1,53,0.689,0.503,8,-10.061,0,0.101,0.195,0.232,0.0678,0.0634,116.079,206995,4
2890,Ella Mai,Close,3KVlk3I9qKGTPFpkWA20nh,56,0.736,0.447,5,-7.216,0,0.0896,0.53,2.54e-06,0.12,0.285,81.007,251990,4
2891,T3R Elemento,Ojitos de Conejo,2HW1VCkevb8cVInjxOVekZ,57,0.678,0.579,0,-5.651,1,0.0483,0.789,0.0,0.531,0.665,114.288,126966,3
2892,Ivan Clarke,Do You Want To Build A Snowman?,2vwIMdSn7LSjFk5YleHKqF,60,0.47,0.00896,5,-32.707,1,0.05,0.995,0.931,0.0779,0.152,82.372,188000,4
2893,Ben Rector,Duo,4fOmeqqtlrGFRzEj7VlvTQ,55,0.708,0.698,11,-5.268,1,0.119,0.0593,0.00197,0.195,0.731,80.114,202587,4
2894,Earl Sweatshirt,The Mint (feat. Navy Blue),5uLZ3YIQGC0mOk6q3lJ6Ng,57,0.417,0.731,11,-4.989,1,0.265,0.00525,0.0352,0.621,0.575,134.003,165120,1
2895,Beowülf,Is It Too Late for Me,5qbWgH6xs6CUkua6tG2BNP,59,0.86,0.302,1,-19.123,1,0.148,0.862,0.269,0.168,0.935,113.987,117002,4
2896,Lil Barnacle,PORN,2aFnzCIWdkaG0qmx2V8q87,56,0.835,0.263,0,-10.46,0,0.0755,0.612,0.000134,0.0826,0.289,119.962,87971,4
2897,YUNGBLUD,Kill Somebody,3P1w3tnyexMjfY0Eh8spEI,62,0.722,0.781,1,-5.772,0,0.219,0.103,0.0,0.0849,0.494,148.066,187881,4
2898,Tep No,Toluca Lake - Imad Remix,4EdNY3scTlTbGpwGlbjfyg,60,0.669,0.667,2,-9.275,1,0.0549,0.139,0.00139,0.122,0.176,120.045,180005,4
2899,Chelsea Cutler,Lonely Alone,5226Ocpr2cbudvurouwNUF,57,0.857,0.22,2,-14.115,1,0.23,0.789,0.0,0.129,0.583,100.976,193787,4
2900,Armin van Buuren,Blah Blah Blah,2xkrujtSjZz7EKAYGbIIzH,67,0.612,0.963,5,-3.912,0,0.0531,0.00897,0.00378,0.294,0.179,138.009,183519,4
2901,Caamp,Books,6WHNJHwOZSi42BSBVEQmso,56,0.61,0.329,4,-13.107,1,0.0374,0.775,0.0227,0.27,0.492,92.893,236095,4
2902,Syndrome,Cocktails,37gNKK87AHQpmDmQWWII3Z,57,0.72,0.192,7,-15.78,0,0.038,0.927,0.96,0.082,0.631,145.911,101956,3
2903,ATEEZ,Treasure,0SDUepNAC5xZPkIEb6Kpce,62,0.657,0.866,6,-3.464,0,0.0704,0.0827,0.0,0.081,0.654,133.966,220846,4
2904,Yung Bans,Waterslide (feat. Lil Skies),795VzZodMdZzC5fXMp2L3T,56,0.883,0.384,0,-10.163,1,0.348,0.202,0.0,0.138,0.425,75.02,158138,4
